timestamp,curr_property,curr_property_cost,day_property,day_property_cost,curr_solar_generating,curr_solar_export,day_solar_generated,day_solar_export,curr_chan1,curr_chan2,curr_chan3,day_chan1,day_chan2,day_chan3
2016-11-01 01:02:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:03:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:04:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:05:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:06:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:07:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:08:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:09:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:10:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:11:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:12:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:13:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:14:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:15:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:16:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:17:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:18:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:19:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:20:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:21:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:22:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:23:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:24:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:25:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:26:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:27:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:28:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:29:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:30:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:31:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:32:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:33:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:34:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:35:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:36:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:37:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:38:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:39:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:40:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:41:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:42:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:43:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:44:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:45:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:46:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:47:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:48:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:49:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:50:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:51:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:52:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:53:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:54:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:55:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:56:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:57:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:58:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 01:59:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:00:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:01:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:02:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:03:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:04:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:05:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:06:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:07:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:08:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:09:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:10:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:11:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:12:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:13:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:14:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:15:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:16:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:17:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:18:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:19:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:20:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:21:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:22:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:23:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:24:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:25:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:26:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:27:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:28:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:29:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:30:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:31:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:32:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:33:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:34:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:35:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:36:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:37:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:38:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:39:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:40:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:41:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:42:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:43:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:44:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:45:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:46:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:47:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:48:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:49:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:50:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:51:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:52:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:53:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:54:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:55:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:56:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:57:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:58:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 02:59:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:00:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:01:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:02:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:03:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:04:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:05:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:06:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:07:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:08:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:09:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:10:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:11:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:12:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:13:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:14:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:15:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:16:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:17:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:18:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:19:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:20:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:21:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:22:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:23:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:24:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:25:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:26:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:27:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:28:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:29:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:30:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:31:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:32:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:33:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:34:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:35:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:36:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:37:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:38:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:39:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:40:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:41:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:42:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:43:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:44:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:45:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:46:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:47:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:48:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:49:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:50:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:51:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:52:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:53:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:54:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:55:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:56:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:57:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:58:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 03:59:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:00:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:01:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:02:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:03:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:04:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:05:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:06:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:07:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:08:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:09:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:10:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:11:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:12:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:13:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:14:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:15:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:16:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:17:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:18:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:19:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:20:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:21:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:22:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:23:27,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:24:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:25:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:26:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:27:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:28:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:29:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:30:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:31:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:32:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:33:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:34:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:35:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:36:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:37:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:38:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:39:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:40:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:41:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:42:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:43:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:44:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:45:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:46:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:47:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:48:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:49:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:50:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:51:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:52:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:53:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:54:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:55:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:56:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:57:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:58:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 04:59:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 05:00:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 05:01:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 05:02:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 05:03:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 05:04:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 05:05:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 05:06:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 05:07:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 05:08:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 05:09:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 05:10:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 05:11:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 05:12:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 05:13:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 05:14:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 05:15:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 05:16:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 05:17:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 05:18:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 05:19:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 05:20:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 05:21:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 05:22:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 05:23:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 05:24:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 05:25:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 05:26:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 05:27:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 05:28:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 05:29:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 05:30:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 05:31:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 05:32:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 05:33:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 05:34:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
2016-11-01 05:35:26,0,0,0,18,0,0,0,0,0,0,0,0,0,0
